 x,y,z,P,u,v,w,V
  0.1987,   0.8710,   0.0000,  -0.0486, -0.01681,  0.16867,  0.00000,  0.16950
  0.1987,   0.9032,   0.0000,  -0.0475,  0.06946,  0.13675,  0.00000,  0.15338
  0.1987,   0.9355,   0.0000,  -0.0414,  0.23595,  0.09049,  0.00000,  0.25271
  0.1987,   0.9677,   0.0000,  -0.0285,  0.53512,  0.03625,  0.00000,  0.53635
  0.1987,   1.0000,   0.0000,  -0.0201,  1.00000,  0.00000,  0.00000,  1.00000
  0.2318,   0.0000,   0.0000,  -0.0082,  0.00000,  0.00000,  0.00000,  0.00000
  0.2318,   0.0323,   0.0000,  -0.0081, -0.00229,  0.00054,  0.00000,  0.00235
  0.2318,   0.0645,   0.0000,  -0.0078, -0.00543,  0.00206,  0.00000,  0.00581
  0.2318,   0.0968,   0.0000,  -0.0075, -0.00927,  0.00451,  0.00000,  0.01031
  0.2318,   0.1290,   0.0000,  -0.0073, -0.01363,  0.00784,  0.00000,  0.01572
  0.2318,   0.1613,   0.0000,  -0.0071, -0.01836,  0.01204,  0.00000,  0.02195
  0.2318,   0.1935,   0.0000,  -0.0070, -0.02332,  0.01713,  0.00000,  0.02893
  0.2318,   0.2258,   0.0000,  -0.0069, -0.02840,  0.02310,  0.00000,  0.03661
  0.2318,   0.2581,   0.0000,  -0.0069, -0.03352,  0.02995,  0.00000,  0.04495
  0.2318,   0.2903,   0.0000,  -0.0070, -0.03861,  0.03765,  0.00000,  0.05393
  0.2318,   0.3226,   0.0000,  -0.0073, -0.04361,  0.04616,  0.00000,  0.06351
  0.2318,   0.3548,   0.0000,  -0.0077, -0.04849,  0.05544,  0.00000,  0.07365
  0.2318,   0.3871,   0.0000,  -0.0082, -0.05320,  0.06542,  0.00000,  0.08432
  0.2318,   0.4194,   0.0000,  -0.0091, -0.05774,  0.07602,  0.00000,  0.09546
  0.2318,   0.4516,   0.0000,  -0.0101, -0.06209,  0.08714,  0.00000,  0.10700
  0.2318,   0.4839,   0.0000,  -0.0114, -0.06624,  0.09868,  0.00000,  0.11886
  0.2318,   0.5161,   0.0000,  -0.0130, -0.07022,  0.11051,  0.00000,  0.13093
  0.2318,   0.5484,   0.0000,  -0.0149, -0.07401,  0.12247,  0.00000,  0.14309
  0.2318,   0.5806,   0.0000,  -0.0172, -0.07763,  0.13435,  0.00000,  0.15517
  0.2318,   0.6129,   0.0000,  -0.0198, -0.08102,  0.14591,  0.00000,  0.16690
  0.2318,   0.6452,   0.0000,  -0.0227, -0.08409,  0.15682,  0.00000,  0.17795
  0.2318,   0.6774,   0.0000,  -0.0259, -0.08659,  0.16663,  0.00000,  0.18779
  0.2318,   0.7097,   0.0000,  -0.0293, -0.08798,  0.17474,  0.00000,  0.19564
  0.2318,   0.7419,   0.0000,  -0.0329, -0.08727,  0.18029,  0.00000,  0.20030
  0.2318,   0.7742,   0.0000,  -0.0363, -0.08251,  0.18213,  0.00000,  0.19995
  0.2318,   0.8065,   0.0000,  -0.0393, -0.07007,  0.17869,  0.00000,  0.19193
  0.2318,   0.8387,   0.0000,  -0.0413, -0.04330,  0.16791,  0.00000,  0.17341
  0.2318,   0.8710,   0.0000,  -0.0416,  0.00985,  0.14741,  0.00000,  0.14774
  0.2318,   0.9032,   0.0000,  -0.0393,  0.10884,  0.11555,  0.00000,  0.15874
  0.2318,   0.9355,   0.0000,  -0.0331,  0.28421,  0.07319,  0.00000,  0.29349
  0.2318,   0.9677,   0.0000,  -0.0221,  0.57650,  0.02744,  0.00000,  0.57716
  0.2318,   1.0000,   0.0000,  -0.0153,  1.00000,  0.00000,  0.00000,  1.00000
  0.2649,   0.0000,   0.0000,  -0.0085,  0.00000,  0.00000,  0.00000,  0.00000
  0.2649,   0.0323,   0.0000,  -0.0084, -0.00339,  0.00057,  0.00000,  0.00343
  0.2649,   0.0645,   0.0000,  -0.0080, -0.00755,  0.00219,  0.00000,  0.00786
  0.2649,   0.0968,   0.0000,  -0.0078, -0.01235,  0.00480,  0.00000,  0.01325
  0.2649,   0.1290,   0.0000,  -0.0075, -0.01764,  0.00835,  0.00000,  0.01952
  0.2649,   0.1613,   0.0000,  -0.0073, -0.02329,  0.01281,  0.00000,  0.02658
  0.2649,   0.1935,   0.0000,  -0.0072, -0.02916,  0.01818,  0.00000,  0.03436
  0.2649,   0.2258,   0.0000,  -0.0071, -0.03514,  0.02442,  0.00000,  0.04279
  0.2649,   0.2581,   0.0000,  -0.0071, -0.04114,  0.03151,  0.00000,  0.05182
  0.2649,   0.2903,   0.0000,  -0.0072, -0.04706,  0.03942,  0.00000,  0.06139
  0.2649,   0.3226,   0.0000,  -0.0075, -0.05284,  0.04808,  0.00000,  0.07145
  0.2649,   0.3548,   0.0000,  -0.0079, -0.05843,  0.05745,  0.00000,  0.08194
  0.2649,   0.3871,   0.0000,  -0.0085, -0.06378,  0.06743,  0.00000,  0.09281
  0.2649,   0.4194,   0.0000,  -0.0093, -0.06885,  0.07793,  0.00000,  0.10398
  0.2649,   0.4516,   0.0000,  -0.0104, -0.07361,  0.08883,  0.00000,  0.11537
  0.2649,   0.4839,   0.0000,  -0.0117, -0.07805,  0.10002,  0.00000,  0.12687
  0.2649,   0.5161,   0.0000,  -0.0133, -0.08214,  0.11132,  0.00000,  0.13835
  0.2649,   0.5484,   0.0000,  -0.0151, -0.08585,  0.12256,  0.00000,  0.14964
  0.2649,   0.5806,   0.0000,  -0.0173, -0.08913,  0.13351,  0.00000,  0.16053
  0.2649,   0.6129,   0.0000,  -0.0197, -0.09187,  0.14388,  0.00000,  0.17071
